numerical__MSSubClass,numerical__LotFrontage,numerical__LotArea,numerical__OverallQual,numerical__OverallCond,numerical__YearBuilt,numerical__YearRemodAdd,numerical__MasVnrArea,numerical__BsmtFinSF1,numerical__BsmtFinSF2,numerical__BsmtUnfSF,numerical__TotalBsmtSF,numerical__1stFlrSF,numerical__2ndFlrSF,numerical__LowQualFinSF,numerical__GrLivArea,numerical__BsmtFullBath,numerical__BsmtHalfBath,numerical__FullBath,numerical__HalfBath,numerical__BedroomAbvGr,numerical__KitchenAbvGr,numerical__TotRmsAbvGrd,numerical__Fireplaces,numerical__GarageYrBlt,numerical__GarageCars,numerical__GarageArea,numerical__WoodDeckSF,numerical__OpenPorchSF,numerical__EnclosedPorch,numerical__3SsnPorch,numerical__ScreenPorch,numerical__MoSold,numerical__YrSold,categorical__MSZoning,categorical__Street,categorical__LotShape,categorical__LandContour,categorical__Utilities,categorical__LotConfig,categorical__LandSlope,categorical__Neighborhood,categorical__Condition1,categorical__Condition2,categorical__BldgType,categorical__HouseStyle,categorical__RoofStyle,categorical__RoofMatl,categorical__Exterior1st,categorical__Exterior2nd,categorical__MasVnrType,categorical__ExterQual,categorical__ExterCond,categorical__Foundation,categorical__BsmtQual,categorical__BsmtCond,categorical__BsmtExposure,categorical__BsmtFinType1,categorical__BsmtFinType2,categorical__Heating,categorical__HeatingQC,categorical__CentralAir,categorical__Electrical,categorical__KitchenQual,categorical__Functional,categorical__GarageType,categorical__GarageFinish,categorical__GarageQual,categorical__GarageCond,categorical__PavedDrive,categorical__SaleType,categorical__SaleCondition
70.0,54.0,6629.0,6.0,6.0,1925.0,1950.0,0.0,551.0,0.0,121.0,672.0,697.0,672.0,0.0,1369.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1930.0,1.0,300.0,147.0,0.0,0.0,0.0,0.0,7.0,2009.0,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
80.0,70.34384858044164,9125.0,7.0,5.0,1992.0,1992.0,170.0,0.0,0.0,384.0,384.0,812.0,670.0,0.0,1482.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1992.0,2.0,392.0,100.0,25.0,0.0,0.0,0.0,7.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
45.0,58.0,6380.0,5.0,6.0,1922.0,1950.0,0.0,0.0,0.0,993.0,993.0,1048.0,0.0,0.0,1048.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1922.0,1.0,280.0,0.0,0.0,116.0,0.0,0.0,8.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
20.0,72.0,8640.0,7.0,5.0,2007.0,2008.0,0.0,0.0,0.0,1372.0,1372.0,1372.0,0.0,0.0,1372.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2008.0,2.0,529.0,0.0,140.0,0.0,0.0,0.0,5.0,2008.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial
20.0,70.34384858044164,6853.0,8.0,5.0,2001.0,2002.0,136.0,1005.0,0.0,262.0,1267.0,1296.0,0.0,0.0,1296.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2001.0,2.0,471.0,192.0,25.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
20.0,65.0,8775.0,5.0,5.0,1994.0,1994.0,0.0,495.0,0.0,495.0,990.0,990.0,0.0,0.0,990.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1996.0,1.0,299.0,0.0,64.0,0.0,0.0,0.0,4.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
50.0,60.0,9900.0,6.0,7.0,1940.0,1950.0,0.0,0.0,0.0,778.0,778.0,944.0,545.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1940.0,1.0,240.0,335.0,0.0,0.0,0.0,0.0,7.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
60.0,109.0,14154.0,7.0,5.0,2006.0,2006.0,350.0,0.0,0.0,1063.0,1063.0,1071.0,1101.0,0.0,2172.0,0.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,2006.0,3.0,947.0,192.0,62.0,0.0,0.0,0.0,8.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial
20.0,43.0,3182.0,7.0,5.0,2007.0,2007.0,16.0,0.0,0.0,1266.0,1266.0,1266.0,0.0,0.0,1266.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2007.0,2.0,388.0,100.0,16.0,0.0,0.0,0.0,3.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
20.0,75.0,7862.0,6.0,5.0,2009.0,2009.0,0.0,27.0,0.0,1191.0,1218.0,1218.0,0.0,0.0,1218.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,2009.0,2.0,676.0,0.0,102.0,0.0,0.0,0.0,9.0,2009.0,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial
20.0,57.0,8280.0,6.0,5.0,1950.0,1950.0,0.0,0.0,0.0,932.0,932.0,932.0,0.0,0.0,932.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,1950.0,1.0,306.0,0.0,0.0,214.0,0.0,0.0,11.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
160.0,24.0,2308.0,6.0,5.0,1974.0,1974.0,0.0,257.0,495.0,103.0,855.0,855.0,467.0,0.0,1322.0,0.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0,1974.0,2.0,440.0,260.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
50.0,59.0,5310.0,6.0,8.0,1910.0,2003.0,0.0,0.0,0.0,485.0,485.0,1001.0,634.0,0.0,1635.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1950.0,1.0,255.0,394.0,0.0,0.0,0.0,0.0,6.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,Fa,TA,Y,WD,Normal
20.0,70.34384858044164,17600.0,6.0,5.0,1960.0,1960.0,30.0,1270.0,0.0,208.0,1478.0,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,2.0,1960.0,2.0,498.0,0.0,40.0,0.0,0.0,0.0,12.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
50.0,58.0,8410.0,5.0,3.0,1910.0,1996.0,0.0,0.0,0.0,658.0,658.0,658.0,526.0,0.0,1184.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,0.0,1978.6621376811595,0.0,0.0,0.0,151.0,0.0,0.0,0.0,5.0,2006.0,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,None,TA,Fa,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,WD,AdjLand
60.0,65.0,8450.0,7.0,5.0,2003.0,2003.0,196.0,706.0,0.0,150.0,856.0,856.0,854.0,0.0,1710.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2003.0,2.0,548.0,0.0,61.0,0.0,0.0,0.0,2.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
85.0,70.34384858044164,7540.0,6.0,6.0,1978.0,1978.0,0.0,773.0,0.0,115.0,888.0,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1978.0,2.0,470.0,0.0,0.0,0.0,0.0,192.0,6.0,2007.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
60.0,70.34384858044164,28698.0,5.0,5.0,1967.0,1967.0,0.0,249.0,764.0,0.0,1013.0,1160.0,966.0,0.0,2126.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,0.0,1967.0,2.0,538.0,486.0,0.0,0.0,0.0,225.0,6.0,2009.0,RL,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Min2,Attchd,Fin,TA,TA,Y,WD,Abnorml
80.0,73.0,9735.0,5.0,5.0,2006.0,2007.0,0.0,0.0,0.0,384.0,384.0,754.0,640.0,0.0,1394.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,2007.0,2.0,400.0,100.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal
20.0,80.0,8480.0,5.0,6.0,1963.0,1963.0,0.0,630.0,0.0,340.0,970.0,970.0,0.0,0.0,970.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1996.0,2.0,624.0,0.0,24.0,0.0,0.0,192.0,7.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
80.0,70.34384858044164,12328.0,6.0,5.0,1976.0,1976.0,335.0,539.0,0.0,473.0,1012.0,1034.0,0.0,0.0,1034.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1976.0,3.0,888.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
60.0,89.0,11645.0,7.0,5.0,2004.0,2004.0,0.0,0.0,0.0,860.0,860.0,860.0,860.0,0.0,1720.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,2004.0,2.0,565.0,0.0,70.0,0.0,0.0,0.0,8.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
190.0,50.0,6000.0,5.0,4.0,1954.0,1954.0,0.0,0.0,0.0,811.0,811.0,811.0,576.0,0.0,1387.0,0.0,0.0,2.0,0.0,3.0,2.0,7.0,0.0,1954.0,1.0,256.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Gd,Typ,BuiltIn,Unf,TA,TA,Y,WD,Normal
80.0,124.0,11512.0,6.0,7.0,1959.0,2006.0,84.0,719.0,0.0,300.0,1019.0,1357.0,0.0,0.0,1357.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1959.0,1.0,312.0,0.0,0.0,0.0,0.0,163.0,5.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Basment,RFn,TA,TA,Y,WD,Normal
20.0,73.0,9300.0,5.0,5.0,1960.0,1960.0,324.0,697.0,0.0,571.0,1268.0,1264.0,0.0,0.0,1264.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,2.0,1960.0,2.0,461.0,0.0,0.0,0.0,0.0,143.0,4.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
60.0,149.0,12589.0,6.0,5.0,2005.0,2005.0,0.0,0.0,0.0,742.0,742.0,742.0,742.0,0.0,1484.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2005.0,2.0,390.0,36.0,24.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
160.0,44.0,5306.0,7.0,7.0,1987.0,1987.0,0.0,495.0,215.0,354.0,1064.0,1064.0,703.0,0.0,1767.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1987.0,2.0,504.0,441.0,35.0,0.0,0.0,0.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,Gd,TA,Y,WD,Normal
30.0,70.0,5684.0,6.0,8.0,1930.0,2005.0,0.0,0.0,0.0,813.0,813.0,813.0,0.0,0.0,813.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1932.0,1.0,270.0,0.0,113.0,0.0,0.0,0.0,6.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,Detchd,Unf,Fa,Fa,N,WD,Normal
190.0,60.0,6780.0,6.0,8.0,1935.0,1982.0,0.0,490.0,0.0,30.0,520.0,520.0,0.0,234.0,754.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1978.6621376811595,0.0,0.0,53.0,0.0,0.0,0.0,0.0,6.0,2006.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,N,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,WD,Normal
20.0,313.0,27650.0,7.0,7.0,1960.0,2007.0,0.0,425.0,0.0,160.0,585.0,2069.0,0.0,0.0,2069.0,1.0,0.0,2.0,0.0,4.0,1.0,9.0,1.0,1960.0,2.0,505.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,RL,Pave,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
80.0,85.0,10200.0,6.0,5.0,1988.0,1989.0,219.0,783.0,0.0,678.0,1461.0,1509.0,0.0,0.0,1509.0,1.0,0.0,2.0,0.0,3.0,1.0,5.0,1.0,1988.0,2.0,600.0,224.0,0.0,0.0,0.0,0.0,8.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Abnorml
60.0,65.0,8125.0,6.0,5.0,1994.0,1995.0,0.0,0.0,0.0,702.0,702.0,702.0,779.0,0.0,1481.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1994.0,2.0,343.0,0.0,36.0,0.0,0.0,0.0,3.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
190.0,60.0,9873.0,4.0,5.0,1970.0,1970.0,160.0,789.0,0.0,171.0,960.0,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1970.0,2.0,576.0,0.0,288.0,0.0,0.0,0.0,5.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasW,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
20.0,60.0,7200.0,4.0,5.0,1950.0,1950.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1950.0,2.0,420.0,0.0,29.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
90.0,60.0,7200.0,4.0,5.0,1949.0,1950.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,0.0,1956.0,2.0,420.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,Stone,None,TA,TA,Slab,TA,TA,No,Unf,Unf,Wall,Fa,N,FuseF,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
70.0,54.0,7588.0,7.0,6.0,1920.0,1950.0,0.0,352.0,0.0,441.0,793.0,901.0,901.0,0.0,1802.0,0.0,0.0,1.0,1.0,4.0,1.0,9.0,1.0,1920.0,1.0,216.0,0.0,0.0,40.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,TA,Y,WD,Normal
60.0,75.0,9000.0,8.0,5.0,2007.0,2007.0,0.0,64.0,0.0,1120.0,1184.0,1184.0,1426.0,0.0,2610.0,0.0,0.0,2.0,1.0,4.0,1.0,11.0,1.0,2007.0,2.0,550.0,208.0,364.0,0.0,0.0,0.0,8.0,2007.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,New,Partial
20.0,134.0,17755.0,5.0,4.0,1959.0,1959.0,132.0,176.0,0.0,1290.0,1466.0,1466.0,0.0,0.0,1466.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1959.0,2.0,528.0,0.0,140.0,0.0,0.0,100.0,11.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Fa,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
50.0,60.0,10800.0,5.0,6.0,1915.0,1950.0,0.0,686.0,0.0,0.0,686.0,966.0,686.0,0.0,1652.0,1.0,0.0,2.0,0.0,4.0,1.0,7.0,0.0,1961.0,1.0,416.0,0.0,0.0,196.0,0.0,0.0,6.0,2010.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
60.0,59.0,11228.0,7.0,5.0,1993.0,1993.0,0.0,50.0,531.0,499.0,1080.0,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,9.0,1.0,1993.0,3.0,678.0,196.0,187.0,0.0,0.0,0.0,12.0,2008.0,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
120.0,44.0,4750.0,8.0,5.0,2006.0,2007.0,481.0,1573.0,0.0,0.0,1573.0,1625.0,0.0,0.0,1625.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,2006.0,2.0,538.0,123.0,0.0,0.0,0.0,153.0,12.0,2007.0,RM,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Family
50.0,81.0,15593.0,7.0,4.0,1953.0,1953.0,0.0,603.0,0.0,701.0,1304.0,1304.0,983.0,0.0,2287.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1953.0,2.0,667.0,0.0,21.0,114.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
60.0,107.0,13891.0,9.0,5.0,2008.0,2009.0,424.0,0.0,0.0,1734.0,1734.0,1734.0,1088.0,0.0,2822.0,0.0,0.0,3.0,1.0,4.0,1.0,12.0,1.0,2009.0,3.0,1020.0,52.0,170.0,0.0,0.0,192.0,1.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,RFn,TA,TA,Y,New,Partial
